pid,intent,source,utterance,response,subcat
1187917,TERMFACS,airlines.csv:37186,<cust__ nicely done __company__ ! love that the b terminal in indianapolis is fully decked out in harry potter decorations __twitter_tag__ __cust>,<rep__ __cust__ is n't it great ? it 's basically platform __num__ / __num__ . keep your eyes peeled for the golden snitch buzzing around ! __initials__ __rep> <cust__ __company__ i adore it ! ! __cust> <rep__ __cust__ same ! even the slytherins can appreciate the decor . __initials__ __rep>,
1364071,OTHER,airlines.csv:17789,"<cust__ man , the __company__ app is barren . a little too barren for my likes . __cust>",<rep__ __cust__ we 'd love you to have fly with us on new aadventures ! __rep>,
1925484,INFLIGHTENT,airlines.csv:20172,<cust__ wish __company__ would hand out tablets for exit row that we could store in adjustable arm . having to stow for takeoff/landing is annoying . __cust>,"<rep__ __cust__ for your protection , and to protect the devices we ask you to stow all tablets and large electronic devices . thanks for your cooperation . __rep>",
648757,CUSTSUPP,airlines.csv:2388,<cust__ outstanding customer service from __company__ when i had to re-schedule a flight so ill get home in time for my sons christmas program . __cust>,"<rep__ __cust__ hi , keith . it is our pleasure to assist . thanks for the mention ! __initials__ __rep>",
2956514,DELAY,airlines.csv:25015,<cust__ __company__ how do you plan to avoid cancellations this holiday season ? what 's the plan to make up for this glitch ? __cust>,"<cust__ __company__ american air , pls answer me . __cust> <rep__ __cust__ we 're working diligently to address the issue and fully expect to avoid cancellations during the holidays . __rep>",
555709,FLIGHTSTAFF,airlines.csv:35259,<cust__ hey __company__ ! brenda on flight # __num__ has been superb ! thanks for always having the best service . i wont fly anyone else . __cust>,"<rep__ __cust__ thanks for sharing kind words for brenda , sherri ! we 'll be sure to pass them on . see you next time ! __initials__ __rep>",
807484,NEWFEAT,airlines.csv:15065,"<cust__ . __company__ , delta has an automatic check-in feature in a new update on their app . do you plan on implementing that as well ? __cust>","<rep__ __cust__ we 're always looking at new features to add to help make our customers travel experience seamless . __twitter_tag__ __rep> <cust__ __company__ as a loyal , paying customer , automatic check in through the aa app would be extremely helpful __cust> <rep__ __cust__ we appreciate your loyalty very much and your feedback is noted . have a great afternoon ! __rep>",
2259055,CHECKIN,airlines.csv:31962,<cust__ __company__ trying to check in online as a canadian permanent resident and keep being told i dont have permission to travel ! do n't need an eta & q 's under passenger info reference __airport_code__ ! __cust>,"<rep__ __cust__ hi aimee . we 're sorry for the problems you 're having . it is a known issue , but you will have to check in at the airport . the staff will assist you . ^n __rep>",
1178315,DELAY,airlines.csv:37153,<cust__ __company__ - a four hour delay with plane still on the ground in newark . when are you going to cancel this flight ? __airport_code__ -den __cust>,"<rep__ __cust__ shaw , send over the flight number so we can get you some more info . __initials__ __rep> <cust__ __company__ __num__ __cust> <rep__ __cust__ we do n't intend to cancel this flight at this time . if you 'd like to be reaccommodated to another flight , please see our agents . __initials__ __rep>",
392310,OTHER,airlines.csv:26267,"<cust__ please , please , __company__ can you generate a __airport_code__ page receipt ! currently , it 's eight pages long . __twitter_tag__ ! __cust>","<rep__ __cust__ we 're sorry to hear you 're not happy with our receipt . w 'll pass your comments on to the relevant team . ^kit __rep> <cust__ __company__ __cust__ + __num__ on this , you have to print the whole thing and search for payment info . __cust> <rep__ __twitter_at__ is there some specific information we can help you with alla ? ^kit __rep> <cust__ __company__ this was a + __num__ to the original poster . please make your invoices __num__ , __airport_code__ __num__ pages long ! __cust> <rep__ __twitter_at__ we 'll feed it back alla . thank you . ^jools __rep>",
993583,DELAY,airlines.csv:15893,<cust__ should have known not to rely on __company__ to get us back in time for the __twitter_at__ match . hoping for __num__ points and another home match . __cust>,"<rep__ __cust__ we 're sorry we 're unable to get you back to the big game , nicholas . we always want to get you to your destination on time . __rep> <cust__ __company__ __num__ , __num__ ... i fell asleep ... currently __num__ but the odds of us making that do n't look good . __cust> <cust__ __company__ __num__ , __num__ ... although i received that at __num__ . frequent updates are n't very useful if they 're always wrong . __cust> <rep__ __cust__ we 're trying our best to get you in the air quickly . thanks for all your patience while we get you going . __rep> <cust__ __company__ received notification that it changed to __num__ . does anyone at __company__ have any idea what needs to be done and how long it will take ? __cust> <rep__ __cust__ we 're glad to see you 're now in the air and on your way ! __rep>",
1772116,DELAY,airlines.csv:38844,<cust__ __company__ the nightmare continues in punta cana . please do n't have southwest vacations sell memories splash . __cust>,"<rep__ __cust__ cary , we do n't like to hear that . we appreciate your feedback . have you followed up with southwest vacations ? __initials__ __rep> <cust__ __company__ i have been speaking with their local rep. their solutions costs more $ . i offered compromise but no luck . __cust> <rep__ __cust__ cary , i 'm so sorry . do you need any assistance with your flights ? __initials__ __rep> <cust__ __company__ no we are good for flights . as always sw airlines is great . i want to make u aware of how your brand is being harmed . __cust> <rep__ __cust__ we appreciate that feedback on our partners and hope you have a smooth rest of your trip . __initials__ __rep>",
648863,DELAY,airlines.csv:14414,<cust__ __company__ so im supposed to be in london . looks like the plane is so delayed i wont make my appointment . __cust>,<rep__ __cust__ we 'd like to help if we can . please follow us and share your __num__ letter record locator code for the flight . __rep> <cust__ __company__ alohui __cust>,
2597763,BAGGAGE,airlines.csv:41709,<cust__ hey __company__ . if i need to change plane do you change the checked baggage for me ? : - ) __cust>,"<rep__ __cust__ as long as you are traveling on a published route , your bags will be checked to your final destination . __initials__ __rep> <cust__ __company__ ive booked __airport_code__ to __airport_code__ with stop in __airport_code__ . so i just need to change plane ? __cust> <rep__ __cust__ that 's correct ! we 'll take care of your checked bags for you . __initials__ __rep>",
2164852,BAGGAGE,airlines.csv:8630,"<cust__ __company__ hello , my question is regarding carry-on bags , whats the charge for carry-on for basic economy seat ? . please advise . __cust>",<rep__ __cust__ hello . please allow me one moment to research this . thanks . __initials__ __rep>,
460389,INFLIGHTENT,airlines.csv:13686,"<cust__ love that __company__ has soy creamer in the admirals club , but it should be in-flight , too ! can you please add __twitter_tag__ creamer to every american air experience ? __cust>","<rep__ __cust__ we 're so glad you 're loving the soy creamer , yancette ! your feedback is greatly appreciated and we 'll pass your comments to our team . __rep>",
1525179,OTHER,airlines.csv:6372,<cust__ __company__ flt __num__ to atlanta __cust>,<rep__ __cust__ i do apologize . you definitely should speak with the baggage service agents upon your arrival regarding this . __initials__ __rep>,
523240,FLIGHTSTAFF,airlines.csv:26574,"<cust__ massive massive thank you to the __company__ staff and captain on the already delayed venice ( marco polo ) to heathrow flight this afternoon for looking after emma when she was poorly . you made me panic less , and made her feel better - thank you __cust>","<rep__ __cust__ hi lottie , we hope emma is feeling better now . we 'll certainly make sure your kind words are passed on to the crew on board your flight . we 'll also make sure your suggestion is passed on to our customer experience team . ^natalie __rep>",
1804899,TERMOPS,airlines.csv:7420,<cust__ __company__ i ask your gate agent what time we board . w/o looking up she says `` look at your boarding pass . '' hands are full . this is rude . __cust>,<rep__ __cust__ thanks for reaching out to us . being rude and unhelpful is not aligned with our core principles as a company . my sincere apologies . __initials__ __rep>,
1773472,DELAY,airlines.csv:19531,<cust__ __company__ here we go again : flight __num__ return dfw-sdf currently __num__ minutes sitting at gate waiting for mechanics to finish paperwork __twitter_tag__ still __cust>,"<rep__ __cust__ gina , we know your time is important and we 're double checking all info before we take-off . thank you again for your patience . __rep>",
1018386,FLIGHTSTAFF,airlines.csv:15994,<cust__ this weekly traveler dedicated to __company__ rudely treated at # __airport_code__ . would be nice if my dedication was returned in kindness . __cust>,<rep__ __cust__ we have a responsibility to handle every situation with professionalism and we 're sorry that you experienced differently today . __rep> <cust__ __company__ now a flight from charlotte __num__ __airport_code__ that i cant use my computer because there is no power & cant watch or listen to anything either . bleh ! __cust>,
1633442,BAGGAGE,airlines.csv:18928,"<cust__ __company__ i am standing at your empty counter at meadows field in bakersfield , ca looking for my lost luggage __cust>","<cust__ __company__ i care that you are forced to endure this lame excuse for customer service because of where we live . __cust> <rep__ __cust__ leticia , this is n't the trip we had originally laid out for you and we 're so sorry that it 's been this way . __rep>",
2426318,INFLIGHTFACS,airlines.csv:22576,"<cust__ . __company__ , you 're really missing out on an opportunity to upsell empty first class seats once people actually see their economy seat . you 'd get actual bidding wars ... __twitter_tag__ __twitter_tag__ __cust>",<rep__ __cust__ we definitely appreciate your feedback and are always looking into ways to improve our customers ' experiences . __rep>,
2846578,TERMFACS,airlines.csv:11449,<cust__ almost forgot to thank cherie __company__ skyclub in __twitter_at__ for a great experience this am . been through __airport_code__ a couple/twenty or more times this year and had the pleasure of seeing cherie and the team at their best ! __cust>,"<rep__ __cust__ way to go , cherie ! we 'll be sure she is recognized for a job well done . thanks for flying with us , steve ! __initials__ __rep>",
915900,CHGFLT,airlines.csv:27861,<cust__ __company__ i booked a package holiday but there has been an accident at the hotel do i need to phone you ? __twitter_tag__ __cust>,"<rep__ __cust__ if you 've had an accident we 'd recommend that you contact your travel insurance provider , zoe . if you need advice about your booking , __num__ / __num__ __rep>",
55397,BAGGAGE,airlines.csv:34083,<cust__ __company__ need __twitter_tag__ transporting __twitter_tag__ to __twitter_tag__ from __twitter_tag__ __num__ k lbs of aid __twitter_tag__ __cust>,"<rep__ __cust__ hi there ! we truly appreciate your compassion . at this time , we 're unable to accommodate requests to ship supplies . please check ( __num__ / __num__ ) __initials__ __rep>",
1170405,OTHER,airlines.csv:16874,<cust__ __company__ anything ? ? ? please ? __cust>,"<rep__ __cust__ we 'd like to get you an update , what 's your flight number ? __rep> <cust__ __company__ thanks . __num__ __cust> <rep__ __cust__ yes , the flight is delayed due to weather . our team will get you going just as soon as we get the ok. thanks for your patience . __rep> <cust__ __company__ oh that 's so very helpful thank you so much for your thoughts and prayers . actions speak louder than words . __cust>",
2490422,INFLIGHTFACS,airlines.csv:41348,<cust__ __company__ wonderful my isp to pbi flight had __num__ wheelchairs and additional boarding so my family of __num__ with a __num__ year old couldnt sit together . time to find a new airline carrier . __cust>,"<rep__ __cust__ jeff , we regret any frustrations . preboarding is offered to customers needing assistance for various reasons . we work hard to maintain the integrity of the boarding process while providing appropriate accommodations for all who fly . since many disabilities are n't visible , __num__ / __num__ __initials__ __rep>",
316587,DELAY,airlines.csv:13004,<cust__ __twitter_at__ __company__ my wife was told they needed __num__ people to volunteer to get off the flight . if she did n't she was n't traveling.awful __cust>,<rep__ __cust__ please have her work directly with the airport for available options . __rep> <cust__ __company__ your people at the airport are no help . told her she had to get off the flight . that they are overbooked . such crap . i am a platinum member . __cust>,
1396869,INFLIGHTFACS,airlines.csv:5827,"<cust__ wow __company__ flight out of memphis , overhead air blasting hot air , like hairdryer hot . everyone is disrobing . __twitter_tag__ __cust>","<cust__ __company__ on the plus side , if there are any tropical snakes on this plane , they will probably be very comfortable . __cust> <rep__ __cust__ hi , matt . i regret hearing you are going through an uncomfortable moment in our plane . i can assure you it is not our intention . __initials__ __rep> <cust__ __company__ yeah thanks , things regulated a few minutes into the flight . but it was probably the hottest plane ive ever experienced . __cust>",
464581,INFLIGHTENT,airlines.csv:35057,<cust__ wish __company__ would have some __twitter_tag__ for cows and add __twitter_tag__ creamer to the in-flight menu . __cust>,"<rep__ __cust__ our creamer is lactose-free , gluten-free and kosher dairy . no need for refrigeration . thanks for checking , ray ! __initials__ __rep>",
2676935,TERMFACS,airlines.csv:10742,"<cust__ __company__ skyclub bagels __airport_code__ better ( love the pumpernickel ) , but in __airport_code__ , located in a bagel mecca , changed for the worse . ca n't you get local ? __cust>","<rep__ __cust__ jane , sorry to disappoint on the bagels in our __airport_code__ club . we 'll be sure to get this info over to leadership for review . __initials__ __rep>",
492532,TERMOPS,airlines.csv:1851,"<cust__ __company__ hi , one of your staff working the gate for for the noon flight from __airport_code__ -sea , earl , working the gate was simply awesome . he helped me out tremendously with some seat switching , needed due to a medical condition . thank you ! he is a gem . __cust>","<rep__ __cust__ we have sent word along to earl 's location . thank you again so much for this , susan ! __initials__ __rep>",
227261,DELAY,airlines.csv:25672,<cust__ after a cancelled flight and __num__ hours at __airport_code__ __company__ gives me a coach to the terminal . as of today couldnt get any worse . sigh . __cust>,"<rep__ __cust__ it sounds like you 've had quite a day , kirk . let us know if you 'd like us to give you a call to discuss . we 'll need you to also confirm __num__ / __num__ __rep>",
2040438,DELAY,airlines.csv:20532,<cust__ __twitter_at__ can you please help me ? my wife and i should be on our honeymoon right now but we got screwed over by __company__ and __twitter_at__ __cust>,<rep__ __cust__ we 're sorry to hear you 're not on your honeymoon yet . how can we help you ? __rep> <cust__ __company__ well after talking to your customer relations today theres not much you can do we just wanted the rebooking fee waived but bookit wasnohelp __cust>,
1682988,OTHER,airlines.csv:30184,<cust__ did n't think today would ever arr . __num__ mths hospital & recoup eventually off rock ( __airport_code__ ) __company__ __num__ mw to vist __twitter_at__ & interviews __cust>,"<rep__ __cust__ hi gary , we look forward to welcoming you on board tomorrow . hope you have a great flight with us ? ^jo __rep>",
2400038,FLIGHTSTAFF,airlines.csv:9540,<cust__ __company__ thank you __airport_code__ flight crew for making luke 's first flight so special ! __cust>,"<rep__ __cust__ chris , i am happy to hear our crew was able to make luke 's flight special ! __initials__ __rep>",
2356412,BOOKFLT,airlines.csv:32144,"<cust__ __company__ very disapointed with ba , tried to book online twice , both times their systems fail , and force you to call thier expensive phone numbers , they refuse to call you back and but are still happy to charge you the phone call and charge your credit card for thr flights __cust>","<rep__ __cust__ im sorry you werent able to make the booking online , tony . ^davina __rep> <cust__ __company__ you have not answered the question , an appoligy does not reimburse my cost ? or the charges to my credit card ? this is very poor for ba . no one really cares and feel an appoligy resolves the problem ! __cust> <rep__ __cust__ hi tony , i 'm afraid we ca n't reimburse your costs under these circumstances . i know this is n't what you wanted to hear and i 'm sorry for any disappointment it may cause . please be assured i 've passed your comments to our customer experience team as feedback . ^beth s . __rep>",
777610,FLIGHTSTAFF,airlines.csv:2957,<cust__ __company__ hi ! again two flights dl __num__ +dl __num__ today ( oct __num__ . ) with perfect __num__ st class service ! thank you again __cust>,"<rep__ __cust__ we appreciate your feedback , dimitri . __initials__ __rep>",
2960829,DELAY,airlines.csv:25046,"<cust__ __company__ so if flights are canceled due to this glitch , will we be able to get our money back since it was an error on y'all part ? __cust>","<rep__ __cust__ we 're working to resolve the issue and avoid canceling any flights . __rep> <cust__ __company__ i understand that , but worst case scenario and my flight is canceled , will i be able to get my money back ? __cust> <rep__ __cust__ if your flight is cancelled , you would be entitled to a full refund of the unused portion . __rep> <cust__ __company__ what unused portion ? if i didnt fly because of an error that was not on my end , i should be entitled to a full refund . know what ? well talk about this later . __cust> <rep__ __cust__ if you fly one of your flight , then you would n't get a refund for that flight . you 'd only get a refund for the unflown flights . __rep> <cust__ __company__ thanks for clearing that up . __cust> <rep__ __cust__ anytime ! that 's what we 're here for . __rep>",
1784840,BOOKFLT,airlines.csv:7356,<cust__ __money__ to fly `` standby '' on a tiny plane that 's going to depart with about __num__ empty seats is why i wo n't fly __company__ anymore . __cust>,"<rep__ __cust__ yikes , i regret learning you are discontent with our same day standby program . we appreciate your feedback regarding your experience . __initials__ __rep> <cust__ __company__ you have some good people working for you , especially lucy , the attendant on my flight . if i book again , it will because of folks like her . __cust> <rep__ __cust__ thanks for recognizing our employee arthur . your loyalty to delta is greatly appreciated . ca n't wait to see you again ! __initials__ __rep>",
198228,CHECKIN,airlines.csv:12455,<cust__ __company__ piss pour costumer service at __airport_code__ . you lost a costumer today . __cust>,<rep__ __cust__ we always want to give you the best service we possibly can . is there anything we can help with ? __rep>,
1167936,OTHER,airlines.csv:16861,<cust__ __company__ you are the __twitter_at__ of airlines . by which i mean you fucking suck . __cust>,<rep__ __cust__ you seem frustrated with our service . please let us know if we can help with your travels . __rep>,
908639,OTHER,airlines.csv:15532,<cust__ __company__ absolutely superb today from start to finish from heathrow to orlando via miami ... great service from all concerned . __cust>,<rep__ __cust__ those are __twitter_tag__ news and we 're very happy to hear that . let 's go on another __twitter_tag__ soon ! __rep>,
2580310,BOOKFLT,airlines.csv:41627,"<cust__ __company__ `` we are currently unable to complete your request due to an undefined error '' getting this message for awhile , what 's going on ? __cust>",<rep__ __cust__ hmm . could you send us a screenshot of what you 're looking at ? when do you receive this error message ? __initials__ __rep>,
627127,BAGGAGE,airlines.csv:35447,<cust__ thank you __company__ for not charging extra for golf clubs ! ! ! ! __cust>,"<rep__ __cust__ of course , russ ! fees do n't fly here . : ) __initials__ __rep>",
661081,OTHER,airlines.csv:35562,<cust__ i came home to a letter from __company__ with free drink tickets ! __cust>,"<rep__ __cust__ sounds like you 're going to have a beer-y good trip with us , tammy ! __initials__ __rep> <cust__ __company__ thank you __cust>",
2446088,CHECKIN,airlines.csv:32407,<cust__ __twitter_at__ __company__ is it usual to have a __num__ -min queue for bag check in terminal __num__ ? __cust>,"<rep__ __cust__ hi james , we 're sorry you had a long wait to check in . we 'll make sure this is fed back to toronto airport . please accept our apologies for any inconvenience caused . ^natalie __rep>",
1476101,DELAY,airlines.csv:6167,<cust__ my last five out of six flights with __company__ have been delayed . they used to be so reliable ... . __cust>,"<rep__ __cust__ i 'm sorry to hear we let you down , orrin . pls let me know if i can assist with rebooking options . __initials__ __rep>",
185838,BOOKFLT,airlines.csv:502,<cust__ __company__ if i wanted to fly from __airport_code__ to __airport_code__ today ... what is the latest i could purchase a ticket at the airport ? __cust>,"<rep__ __cust__ hi brad . i would get there at least two hours prior to the flight . just to make sure you can purchase the ticket , and get through ... __num__ / __num__ __rep>",
2376489,TERMOPS,airlines.csv:9468,<cust__ __company__ gate staff rude __num__ ark to d.c. unhelpful & sarcastic __cust>,<rep__ __cust__ we always expect our agents to be courteous and helpful . i am sorry to hear that this was not the case . __initials__ __rep> <cust__ __company__ me too . very disappointed __cust> <rep__ __cust__ the issue was reported . we apologize for the inconvenience . __initials__ __rep> <cust__ __company__ thanks __cust>,
1375507,INFLIGHTENT,airlines.csv:29219,<cust__ __company__ my relative is travelling from delhi to glassgow does you provide complimentary meals meal to passenger __cust>,"<rep__ __cust__ hi viren , we offer complimentary meals on our longhaul flights and in our club and first cabins . you can find more info about our __num__ / __num__ __rep> <cust__ __company__ thanks for giving detailed information s __cust>",
903284,OTHER,airlines.csv:36383,<cust__ __company__ this is the second incident i have had with this airline since august . really sad . . . __cust>,<rep__ __cust__ we understand your frustrations . rest assured we 're working hard to return your bag soon . __initials__ __rep> <cust__ __company__ i will believe it when i see it . second incident since august . ridiculous . __cust>,
1106210,OTHER,airlines.csv:36972,<cust__ thank you so much __company__ for still being the only airline to provide great rates on round trip flights ... you 're delivering my daughter home from her first year at college and i 'm so grateful __cust>,"<rep__ __cust__ we are glad to be a part of this special journey , christie ! thank you for your kind words , and we are looking forward to having you and your daughter onboard soon . __initials__ __rep>",
949332,CHGFLT,airlines.csv:3804,"<cust__ just spent __num__ minutes on hold with __company__ i 'm flying from __airport_code__ through __airport_code__ to oma friday . as a courtesy i wanted to tell them , i 'm not taking the flight from __airport_code__ to oma . i 'm staying in __airport_code__ to go to the game . they wanted to charge me __money__ __airport_code__ they could have sold that seat smh __cust>","<rep__ __cust__ hi , jason . the fee is because you are changing your itinerary from how it was originally booked . as stated in the fare rules , there are fees associated with changing your itinerary . deciding to stay in a location longer than planned is no different than changing your ticket . __initials__ __rep> <cust__ __company__ seems silly per the fact that i 'm going to stay in minneapolis either way . __cust> <cust__ __company__ ask your __airport_code__ if he would have liked to sell that seat tomorrow __cust>",
650954,INFLIGHTFACS,airlines.csv:35508,<cust__ very confused today by a discussion about __company__ and etiquette when taking a seat on their plane when your travel companion is assigned a later boarding position . it makes their non-assigned seating seem even goofier . __cust>,"<rep__ __cust__ in an effort to maintain the integrity of our boarding process , we ask passengers to board at the latter boarding position if they wish to board together . we regret any frustration . __initials__ __rep>",
616251,DELAY,airlines.csv:35424,<cust__ last nights flight cancelled . todays flight delayed . __company__ why are you holding my fiance hostage in denver ? __cust>,<rep__ __cust__ we never like hearing that we 're keeping people from seeing each other ! send the flight number and we 'll look into it ! __initials__ __rep> <cust__ __company__ sw # __num__ __cust>,
1515562,TERMOPS,airlines.csv:18404,<cust__ __company__ really ? ! ? only __num__ people working the desk in miami ? ! ? __twitter_tag__ __cust>,<rep__ __cust__ our airport team will get you checked in quickly . thanks for your patience . __rep>,
1792811,BAGGAGE,airlines.csv:38908,<cust__ __company__ do you accommodate brides who are traveling with their gown ? __twitter_tag__ __twitter_tag__ __cust>,"<rep__ __cust__ yes , the dress would count towards the __num__ carryon & __num__ personal item limit and can lay across baggage in the overhead bin . __initials__ __rep>",
2262726,FLIGHTSTAFF,airlines.csv:40743,<cust__ __company__ i just got off flight __num__ __airport_code__ to __airport_code__ . the flight crew was amazing ! i love __company__ and fly them any chance i get . __cust>,"<rep__ __cust__ thanks for the shout out , adrianne ! we 'll make sure that the crew gets recognition for their hospitality . see you again soon ! __initials__ __rep>",
2909577,OTHER,airlines.csv:33795,"<cust__ work is done ! ! ! leaving the office was frantic ! ! super excited to be off honeymooning to the maldives tomorrow ! i 'm a nervous flyer though , so hoping __company__ will be able to put me at ease __cust>","<rep__ __cust__ that 's a great feeling , is n't it . we hope you have a superb time . just mention how you 're feeling to the crew as soon as you board and they 'll make sure your comfortable . ^julie __rep> <cust__ __company__ thank you ! i remember when we flew with you to dubai i mentioned it and was really looked after . i will never forget the tip i got from the stewardess `` turbulence is just the sky 's version of waves '' it 's has really helped me when i 've panicked ! ca n't wait to fly with you again __cust> <rep__ __cust__ same ! we ca n't wait to have you on board again . ^linds __rep>",
1781028,CHGFLT,airlines.csv:38861,<cust__ __company__ is there a fee to change a flight to a day earlier ? __cust>,"<rep__ __cust__ dani , change fees never fly with us ; we just ask that any difference in the fare is paid . give us a call @ __num__ -i- __airport_code__ -swa if we can help ! __initials__ __rep>",
2822200,CHECKIN,airlines.csv:42516,<cust__ __company__ trying to print boarding pass at home . main website works but checkin hangs w '' redirect to vision '' . cant get boarding pass . __cust>,"<rep__ __cust__ our apologies for the inconvenience , mike . our website is currently undergoing maintenance ; however , please contact our reservations team at __num__ -i- __airport_code__ -swa ( __num__ - __num__ ) , and they can help get you checked in right away ! __initials__ __rep>",
2521004,OTHER,airlines.csv:23042,<cust__ __company__ horrible experience with you a couple of years ago . decided to give your airline another try . that was a mistake . i wo n't make it again . ever . including if i have to walk to my destination . __cust>,"<rep__ __cust__ we 're so sorry to hear you had a bad experience , please let us know if we can help in some way . __rep>",
2357452,OTHER,airlines.csv:9371,<cust__ yay __company__ - both flights leave on time and arrive early ! __cust>,"<rep__ __cust__ hi , katie . thank you for flying delta . we hope you enjoyed your flights ! __initials__ __rep>",
1841719,REWARDS,airlines.csv:39136,<cust__ __company__ i purchased early bird check i am im still boarding at a __num__ ? ! ? ! is this normal ? in the past i was first __num__ people boarding . __cust>,"<rep__ __cust__ the # of earlybird customers vary on each flt , so you 're not guaranteed a specific boarding position . we regret any frustrations , lauren __initials__ __rep> <cust__ __company__ are early birds guaranteed first boarding ? __cust> <rep__ __cust__ earlybird boarding positions are assigned after our business select tickets and tiered members . we 're sorry for any disappointment . __initials__ __rep>",
779348,OTHER,airlines.csv:35929,"<cust__ people , __company__ is going to start flying to hawaii in __num__ . i 'm so excited , i just ca n't hide it , i 'm about to lose control ... __cust>","<rep__ __cust__ i 'm about to lose control , and i think i like it ! see you there . __initials__ __rep>",
1354626,BAGGAGE,airlines.csv:17754,"<cust__ __company__ who should i contact about damaged luggage ? landed in __airport_code__ & my bag is soaking wet , all of my belongings are wet as well __twitter_tag__ __cust>",<rep__ __cust__ oh no ! please see an agent in baggage services and they 'll be happy to assist you with filling a claim . leah . __rep>,
2570156,FLIGHTSTAFF,airlines.csv:41602,<cust__ __company__ love flying with you guys . sure makes a difference when you have happy employees serving your customers ! __cust>,"<rep__ __cust__ happy employees make happy customers , peter . it 's as simple as that . thanks for your support and business ! take care . __initials__ __rep>",
113981,TERMOPS,airlines.csv:275,<cust__ __company__ awesome gate agents working at __airport_code__ and __airport_code__ today . super helpful in getting us where we needed on turkey day . __cust>,<rep__ __cust__ awesome lesley . thank you for letting us be your ride today ! have a wonderful holiday ! __initials__ __rep>,
2964822,BOOKFLT,airlines.csv:25075,"<cust__ __company__ if american ca n't fly on december __num__ th , will we receive a full refund of our ticket ? __cust>","<rep__ __cust__ we 're planning to operate flight as normal . as always , if you flight is cancelled a refund will issued . we 'll see you on board soon . __rep> <cust__ __company__ __cust__ how is this supposed to reassure us ? a refund does n't get us where we need to be ! ! __cust> <cust__ __twitter_at__ __company__ well i certainly hope they 're able to fly . but an assurance of a refund is important to me too . __cust>",
279294,INFLIGHTFACS,airlines.csv:34569,"<cust__ . __company__ crew is late , does this mean you 'll waive the __money__ fee for me to pick my seat ? __cust>","<rep__ __cust__ our goal is an ontime departure , and we 're sorry for falling short . we 're hoping to have you on your way soon . __initials__ __rep> <cust__ __company__ is that a yes you 're waiving the fee ? ? __cust>",
2371593,FLIGHTSTAFF,airlines.csv:9438,<cust__ __company__ the lead flight attendant on flight dl __num__ from __airport_code__ > __airport_code__ was amazing ! he should get an extra shout-out ! __cust>,"<rep__ __cust__ we 're happy to hear that ! thanks for stopping by to share , i will be sure to forward this along . __initials__ __rep>",
885874,DELAY,airlines.csv:3461,<cust__ __company__ first my flight is delayed over __num__ hours . now we get told the __airport_code__ screens are inop on dl __num__ to __airport_code__ . what 's the deal delta ? __cust>,"<rep__ __cust__ i 'm sorry paul , it appears that the problem is air traffic control . the flight is scheduled to depart shortly . __initials__ __rep>",
2734793,TERMOPS,airlines.csv:10976,"<cust__ big thank you to sabrina the __company__ gate agent at mccarran for a. being super friendly and b. going above and beyond to get me on a flight home to chicago . ill see you tonight , home . __cust>","<rep__ __cust__ thanks for the awesome shout out , and for choosing us for your travels , matt . have a great day . : - ) __initials__ __rep> <cust__ __company__ thank you for great customer service ! sabrina at mccarran was terrific ! __cust> <rep__ __cust__ happy to know we 're exceeding our expectations ! __initials__ __rep>",
2057272,TERMOPS,airlines.csv:39996,<cust__ i 'd love to know why i have to lose my boarding position on __company__ flight because you ca n't have others follow the carry on rule . __twitter_tag__ __cust>,"<cust__ __company__ then i get on the plane and the bins are half empty . awesome , just awesome . __cust> <rep__ __cust__ we 're sorry for any trouble during the boarding process today . we know that 's frustrating , and your concerns have been taken to heart ! __initials__ __rep>",
2568671,BOOKFLT,airlines.csv:32790,<cust__ __company__ i 'm flying to punta cana with you on thursday is the departure tax included within the flight ? thanks - taylor __cust>,"<rep__ __cust__ hi taylor , it is included within the price you have paid already . please let us know if you have any further questions . ^l __rep>",
1475555,CUSTSUPP,airlines.csv:6162,<cust__ the diamond line reps __company__ are absolutely incredible . home __num__ hours earlier from day trip makes world of difference w/ family __twitter_tag__ __cust>,"<rep__ __cust__ matt , i 'm happy to hear you were in good hands with our diamond desk team . thank you for your loyalty and enjoy the rest of your ... __num__ / __num__ __rep> <cust__ __company__ thank you ! appreciate the loyalty recognition . __cust>",
2841305,FLIGHTSTAFF,airlines.csv:24594,"<cust__ __company__ employee victoria purser , flight aa __num__ . saved luggage space for everyone in main cabin select , rows __num__ ! great policy to implement across all flights ! she also has a great attitude and smile ! __cust>","<rep__ __cust__ she 's a gem , roy . thanks for letting us know she took such greaat care of you and we 'll pass along your thanks to her . __rep>",
159022,INFLIGHTFACS,airlines.csv:12320,<cust__ __company__ __twitter_tag__ cant u get service right ? flt __airport_code__ -mia ( now ) sitting alone in a c class row . overhead full from bags from y class . stewardess just shrugs & walks away . why cant you get it right ? __cust>,"<rep__ __cust__ we know having a spot for your bag near you is important , however the overhead bin space is available for everyone to use . __rep>",
2486090,INFLIGHTENT,airlines.csv:22830,<cust__ __company__ will flt __num__ lax-akl be serving food on sat __num__ / __num__ ? got email about listeria and am concerned that alcohol will not be served and food will be sandwiches for business class . please advise . __cust>,<rep__ __cust__ your flight should be fully catered . if there 's an issue you 'll be contacted directly . __rep> <cust__ __company__ i received an e voucher today . does that mean aa flt __num__ ( __airport_code__ to __airport_code__ ) on __num__ / __num__ / __num__ will not be catered and meal service will be impacted ? __cust>,
